Timestamp,Emotion
2025-05-10 20:50:27,neutral
2025-05-10 20:50:27,neutral
2025-05-10 20:50:27,neutral
2025-05-10 20:50:27,neutral
2025-05-10 20:50:27,neutral
2025-05-10 20:50:27,neutral
2025-05-10 20:50:28,neutral
2025-05-10 20:50:28,neutral
2025-05-10 20:50:28,neutral
2025-05-10 20:50:28,neutral
2025-05-10 20:50:28,happy
2025-05-10 20:50:28,happy
2025-05-10 20:50:28,neutral
2025-05-10 20:50:28,happy
2025-05-10 20:50:29,happy
2025-05-10 20:50:29,happy
2025-05-10 20:50:29,neutral
2025-05-10 20:50:29,neutral
2025-05-10 20:50:29,happy
2025-05-10 20:50:29,happy
2025-05-10 20:50:29,neutral
2025-05-10 20:50:29,happy
2025-05-10 20:50:30,happy
2025-05-10 20:50:30,happy
2025-05-10 20:50:30,neutral
2025-05-10 20:50:30,happy
2025-05-10 20:50:30,neutral
2025-05-10 20:50:30,angry
2025-05-10 20:50:30,happy
2025-05-10 20:50:30,neutral
2025-05-10 20:50:31,happy
2025-05-10 20:50:31,neutral
2025-05-10 20:50:31,neutral
2025-05-10 20:50:31,neutral
2025-05-10 20:50:31,happy
2025-05-10 20:50:31,neutral
2025-05-10 20:50:31,neutral
2025-05-10 20:50:32,happy
2025-05-10 20:50:32,neutral
2025-05-10 20:50:32,neutral
2025-05-10 20:50:32,neutral
2025-05-10 20:50:32,happy
2025-05-10 20:50:32,neutral
2025-05-10 20:50:32,neutral
2025-05-10 20:50:32,neutral
2025-05-10 20:50:33,neutral
2025-05-10 20:50:33,neutral
2025-05-10 20:50:33,happy
2025-05-10 20:50:33,happy
2025-05-10 20:50:33,happy
2025-05-10 20:50:33,happy
2025-05-10 20:50:33,neutral
2025-05-10 20:50:33,neutral
2025-05-10 20:50:34,neutral
2025-05-10 20:50:34,neutral
2025-05-10 20:50:34,neutral
2025-05-10 20:50:34,neutral
2025-05-10 20:50:34,neutral
2025-05-10 20:50:34,neutral
2025-05-10 20:50:34,neutral
2025-05-10 20:50:34,neutral
2025-05-10 20:50:35,neutral
2025-05-10 20:50:35,neutral
2025-05-10 20:50:35,sad
2025-05-10 20:50:35,neutral
2025-05-10 20:50:35,sad
2025-05-10 20:50:35,sad
2025-05-10 20:50:35,sad
2025-05-10 20:50:36,sad
2025-05-10 20:50:36,sad
2025-05-10 20:50:36,sad
2025-05-10 20:50:36,sad
2025-05-10 20:50:36,neutral
2025-05-10 20:50:36,neutral
2025-05-10 20:50:36,neutral
2025-05-10 20:50:37,happy
2025-05-10 20:50:37,happy
2025-05-10 20:50:37,surprise
2025-05-10 20:50:37,sad
2025-05-10 20:50:37,neutral
2025-05-10 20:50:37,neutral
2025-05-10 20:50:37,fear
2025-05-10 20:50:37,surprise
2025-05-10 20:50:37,surprise
2025-05-10 20:50:38,neutral
2025-05-10 20:50:38,neutral
2025-05-10 20:50:38,neutral
2025-05-10 20:50:38,neutral
2025-05-10 20:50:38,neutral
2025-05-10 20:50:38,neutral
2025-05-10 20:50:38,happy
2025-05-10 20:50:39,happy
2025-05-10 20:50:39,happy
2025-05-10 20:50:39,neutral
2025-05-10 20:50:39,neutral
2025-05-10 20:50:39,happy
2025-05-10 20:50:39,happy
2025-05-10 20:50:39,happy
2025-05-10 20:50:40,happy
2025-05-10 20:50:40,happy
2025-05-10 20:50:40,fear
2025-05-10 20:50:40,fear
2025-05-10 20:50:40,fear
2025-05-10 20:50:40,fear
2025-05-10 20:50:40,fear
2025-05-10 20:50:40,fear
2025-05-10 20:50:41,happy
2025-05-10 20:50:41,fear
2025-05-10 20:50:41,fear
2025-05-10 20:50:41,happy
2025-05-10 20:50:41,happy
2025-05-10 20:50:41,neutral
2025-05-10 20:50:41,neutral
2025-05-10 20:50:41,neutral
2025-05-10 20:50:42,neutral
2025-05-10 20:50:42,neutral
2025-05-10 20:50:42,neutral
2025-05-10 20:50:42,happy
2025-05-10 20:50:42,neutral
2025-05-10 20:50:42,neutral
2025-05-10 20:50:42,sad
2025-05-10 20:50:43,neutral
2025-05-10 20:50:43,neutral
2025-05-10 20:50:43,neutral
2025-05-10 20:50:43,neutral
2025-05-10 20:50:43,neutral
2025-05-10 20:50:43,neutral
2025-05-10 20:50:43,neutral
2025-05-10 20:50:43,neutral
2025-05-10 20:50:44,neutral
2025-05-10 20:50:44,neutral
2025-05-10 20:50:44,neutral
2025-05-10 20:50:44,neutral
2025-05-10 20:50:44,neutral
2025-05-10 20:50:44,neutral
2025-05-10 20:50:44,neutral
2025-05-10 20:50:45,neutral
2025-05-10 20:50:45,neutral
2025-05-10 20:50:45,neutral
2025-05-10 20:50:45,neutral
2025-05-10 20:50:45,neutral
2025-05-10 20:50:45,neutral
2025-05-10 20:50:45,neutral
2025-05-10 20:50:45,neutral
2025-05-10 20:50:46,neutral
2025-05-10 20:50:46,neutral
2025-05-10 20:50:46,neutral
2025-05-10 20:50:46,neutral
2025-05-10 20:50:46,neutral
2025-05-10 20:50:46,neutral
2025-05-10 20:50:46,neutral
2025-05-10 20:50:47,neutral
2025-05-10 20:50:47,neutral
2025-05-10 20:50:47,neutral
2025-05-10 20:50:47,neutral
2025-05-10 20:50:47,neutral
2025-05-10 20:50:47,neutral
2025-05-10 20:50:47,neutral
2025-05-10 20:50:47,neutral
2025-05-10 20:50:48,neutral
2025-05-10 20:50:48,neutral
2025-05-10 20:50:48,neutral
2025-05-10 20:50:48,neutral
2025-05-10 20:50:48,neutral
2025-05-10 20:50:48,neutral
2025-05-10 20:50:48,neutral
2025-05-10 20:50:49,neutral
2025-05-10 20:50:49,neutral
2025-05-10 20:50:49,neutral
2025-05-10 20:50:49,neutral
2025-05-10 20:50:49,neutral
2025-05-10 20:50:49,neutral
2025-05-10 20:50:49,neutral
2025-05-10 20:50:49,neutral
2025-05-10 20:50:50,neutral
2025-05-10 20:50:50,neutral
2025-05-10 20:50:50,neutral
2025-05-10 20:50:50,neutral
2025-05-10 20:50:50,neutral
2025-05-10 20:50:50,neutral
2025-05-10 20:50:50,neutral
2025-05-10 20:50:51,neutral
2025-05-10 20:50:51,neutral
2025-05-10 20:50:51,neutral
2025-05-10 20:50:51,neutral
2025-05-10 20:50:51,neutral
2025-05-10 20:50:51,neutral
2025-05-10 20:50:51,neutral
2025-05-10 20:50:52,neutral
2025-05-10 20:50:52,neutral
2025-05-10 20:50:52,neutral
2025-05-10 20:50:52,neutral
2025-05-10 20:50:52,neutral
2025-05-10 20:50:52,neutral
2025-05-10 20:50:52,neutral
2025-05-10 20:50:52,neutral
2025-05-10 20:50:53,neutral
2025-05-10 20:50:53,neutral
2025-05-10 20:50:53,neutral
2025-05-10 20:50:53,neutral
2025-05-10 20:50:53,happy
2025-05-10 20:50:53,happy
2025-05-10 20:50:53,sad
2025-05-10 20:50:54,happy
2025-05-10 20:50:54,neutral
2025-05-10 20:50:54,happy
2025-05-10 20:50:54,neutral
2025-05-10 20:50:54,neutral
2025-05-10 20:50:54,neutral
2025-05-10 20:50:54,neutral
2025-05-10 20:50:54,neutral
2025-05-10 20:50:55,neutral
2025-05-10 20:50:55,neutral
2025-05-10 20:50:55,neutral
2025-05-10 20:50:55,neutral
2025-05-10 20:50:55,neutral
2025-05-10 20:50:55,neutral
2025-05-10 20:50:55,neutral
2025-05-10 20:50:55,neutral
2025-05-10 20:50:56,neutral
2025-05-10 20:50:56,neutral
2025-05-10 20:50:56,neutral
2025-05-10 20:50:56,neutral
2025-05-10 20:50:56,neutral
2025-05-10 20:50:56,neutral
2025-05-10 20:50:56,neutral
2025-05-10 20:50:57,neutral
2025-05-10 20:50:57,neutral
2025-05-10 20:50:57,neutral
2025-05-10 20:50:57,neutral
2025-05-10 20:50:57,neutral
2025-05-10 20:50:57,neutral
2025-05-10 20:50:57,neutral
2025-05-10 20:50:57,neutral
2025-05-10 20:50:58,neutral
2025-05-10 20:50:58,neutral
2025-05-10 20:50:58,neutral
2025-05-10 20:50:58,neutral
2025-05-10 20:50:58,neutral
2025-05-10 20:50:58,neutral
2025-05-10 20:50:58,neutral
2025-05-10 20:50:59,neutral
2025-05-10 20:50:59,neutral
2025-05-10 20:50:59,neutral
2025-05-10 20:50:59,neutral
2025-05-10 20:50:59,neutral
2025-05-10 20:50:59,neutral
2025-05-10 20:50:59,neutral
2025-05-10 20:50:59,neutral
2025-05-10 20:51:00,neutral
2025-05-10 20:51:00,neutral
2025-05-10 20:51:00,neutral
2025-05-10 20:51:00,neutral
2025-05-10 20:51:00,neutral
2025-05-10 20:51:00,neutral
2025-05-10 20:51:00,neutral
2025-05-10 20:51:00,neutral
2025-05-10 20:51:01,neutral
2025-05-10 20:51:01,neutral
2025-05-10 20:51:01,neutral
2025-05-10 20:51:01,neutral
2025-05-10 20:51:01,neutral
2025-05-10 20:51:01,neutral
2025-05-10 20:51:01,neutral
2025-05-10 20:51:02,neutral
2025-05-10 20:51:02,neutral
2025-05-10 20:51:02,neutral
2025-05-10 20:51:04,sad
2025-05-10 20:51:04,sad
2025-05-10 20:51:04,neutral
2025-05-10 20:51:04,sad
2025-05-10 20:51:04,neutral
2025-05-10 20:51:05,neutral
2025-05-10 20:51:05,neutral
2025-05-10 20:51:05,happy
2025-05-10 20:51:05,happy
2025-05-10 20:51:05,happy
2025-05-10 20:51:05,happy
2025-05-10 20:51:05,happy
2025-05-10 20:51:05,happy
2025-05-10 20:51:06,happy
2025-05-10 20:51:06,happy
2025-05-10 20:51:06,happy
2025-05-10 20:51:06,happy
2025-05-10 20:51:06,happy
2025-05-10 20:51:06,happy
2025-05-10 20:51:06,happy
2025-05-10 20:51:06,happy
2025-05-10 20:51:07,happy
2025-05-10 20:51:07,happy
2025-05-10 20:51:07,happy
2025-05-10 20:51:07,happy
2025-05-10 20:51:07,happy
2025-05-10 20:51:07,happy
2025-05-10 20:51:07,happy
2025-05-10 20:51:07,happy
2025-05-10 20:51:08,happy
2025-05-10 20:51:08,happy
2025-05-10 20:51:08,happy
2025-05-10 20:51:08,happy
2025-05-10 20:51:08,happy
2025-05-10 20:51:08,happy
2025-05-10 20:51:08,happy
2025-05-10 20:51:09,happy
2025-05-10 20:51:09,happy
2025-05-10 20:51:09,happy
2025-05-10 20:51:09,happy
2025-05-10 20:51:09,neutral
2025-05-10 20:51:09,neutral
2025-05-10 20:51:09,angry
2025-05-10 20:51:09,angry
2025-05-10 20:51:10,angry
2025-05-10 20:51:10,angry
2025-05-10 20:51:10,angry
2025-05-10 20:51:10,angry
2025-05-10 20:51:10,neutral
2025-05-10 20:51:10,neutral
2025-05-10 20:51:10,neutral
2025-05-10 20:51:11,neutral
2025-05-10 20:51:11,neutral
2025-05-10 20:51:11,neutral
2025-05-10 20:51:11,neutral
2025-05-10 20:51:11,neutral
2025-05-10 20:51:11,neutral
2025-05-10 20:51:11,neutral
2025-05-10 20:51:12,neutral
2025-05-10 20:51:12,neutral
2025-05-10 20:51:12,neutral
2025-05-10 20:51:12,neutral
2025-05-10 20:51:12,neutral
2025-05-10 20:51:12,neutral
2025-05-10 20:51:12,neutral
2025-05-10 20:51:12,neutral
2025-05-10 20:51:13,neutral
2025-05-10 20:51:13,angry
2025-05-10 20:51:13,neutral
2025-05-10 20:51:13,neutral
2025-05-10 20:51:13,neutral
2025-05-10 20:51:13,neutral
2025-05-10 20:51:13,neutral
2025-05-10 20:51:14,neutral
2025-05-10 20:51:14,surprise
2025-05-10 20:51:14,surprise
2025-05-10 20:51:14,neutral
2025-05-10 20:51:14,angry
2025-05-10 20:51:14,neutral
2025-05-10 20:51:14,neutral
2025-05-10 20:51:14,sad
2025-05-10 20:51:15,surprise
2025-05-10 20:51:15,neutral
2025-05-10 20:51:15,neutral
2025-05-10 20:51:15,neutral
2025-05-10 20:51:15,neutral
2025-05-10 20:51:15,happy
2025-05-10 20:51:15,happy
2025-05-10 20:51:15,happy
2025-05-10 20:51:16,happy
2025-05-10 20:51:16,happy
2025-05-10 20:51:16,happy
2025-05-10 20:51:16,happy
2025-05-10 20:51:16,happy
2025-05-10 20:51:16,happy
2025-05-10 20:51:16,happy
2025-05-10 20:51:16,happy
2025-05-10 20:51:17,happy
2025-05-10 20:51:17,sad
2025-05-10 20:51:17,sad
2025-05-10 20:51:17,neutral
2025-05-10 20:51:17,neutral
2025-05-10 20:51:17,neutral
2025-05-10 20:51:17,neutral
2025-05-10 20:51:18,fear
2025-05-10 20:51:18,sad
2025-05-10 20:51:18,neutral
2025-05-10 20:51:18,neutral
2025-05-10 20:51:18,neutral
2025-05-10 20:51:18,neutral
2025-05-10 20:51:18,sad
2025-05-10 20:51:18,neutral
2025-05-10 20:51:19,neutral
2025-05-10 20:51:19,neutral
2025-05-10 20:51:19,neutral
2025-05-10 20:51:19,neutral
2025-05-10 20:51:19,neutral
2025-05-10 20:51:19,neutral
2025-05-10 20:51:19,neutral
2025-05-10 20:51:19,neutral
2025-05-10 20:51:20,neutral
2025-05-10 20:51:20,neutral
2025-05-10 20:51:20,neutral
2025-05-10 20:51:20,sad
2025-05-10 20:51:20,neutral
2025-05-10 20:51:20,neutral
2025-05-10 20:51:20,neutral
2025-05-10 20:51:21,neutral
2025-05-10 20:51:21,neutral
2025-05-10 20:51:21,neutral
2025-05-10 20:51:21,neutral
2025-05-10 20:51:21,neutral
2025-05-10 20:51:21,neutral
2025-05-10 20:51:21,neutral
2025-05-10 20:51:21,sad
2025-05-10 20:51:22,neutral
2025-05-10 20:51:22,neutral
2025-05-10 20:51:22,neutral
2025-05-10 20:51:22,fear
2025-05-10 20:51:22,neutral
2025-05-10 20:51:22,neutral
2025-05-10 20:51:22,neutral
2025-05-10 20:51:22,neutral
2025-05-10 20:51:23,neutral
2025-05-10 20:51:23,neutral
2025-05-10 20:51:23,neutral
2025-05-10 20:51:23,neutral
2025-05-10 20:51:23,neutral
2025-05-10 20:51:23,neutral
2025-05-10 20:51:23,neutral
2025-05-10 20:51:23,neutral
2025-05-10 20:51:24,neutral
2025-05-10 20:51:24,neutral
2025-05-10 20:51:24,fear
2025-05-10 20:51:24,neutral
2025-05-10 20:51:24,neutral
2025-05-10 20:51:24,neutral
2025-05-10 20:51:24,neutral
2025-05-10 20:51:24,neutral
2025-05-10 20:51:25,neutral
2025-05-10 20:51:25,neutral
2025-05-10 20:51:25,neutral
2025-05-10 20:51:25,neutral
2025-05-10 20:51:25,neutral
2025-05-10 20:51:25,neutral
2025-05-10 20:51:25,neutral
2025-05-10 20:51:26,neutral
2025-05-10 20:51:26,neutral
2025-05-10 20:51:26,neutral
2025-05-10 20:51:26,neutral
2025-05-10 20:51:26,neutral
2025-05-10 20:51:26,neutral
2025-05-10 20:51:26,neutral
2025-05-10 20:51:26,neutral
2025-05-10 20:51:27,neutral
2025-05-10 20:51:27,neutral
2025-05-10 20:51:27,neutral
2025-05-10 20:51:27,neutral
2025-05-10 20:51:27,neutral
2025-05-10 20:51:27,neutral
2025-05-10 20:51:27,neutral
2025-05-10 20:51:28,sad
2025-05-10 20:51:28,neutral
2025-05-10 20:51:28,neutral
2025-05-10 20:51:28,neutral
2025-05-10 20:51:28,neutral
2025-05-10 20:51:28,neutral
2025-05-10 20:51:28,neutral
2025-05-10 20:51:28,fear
2025-05-10 20:51:29,fear
2025-05-10 20:51:29,surprise
2025-05-10 20:51:29,happy
2025-05-10 20:51:29,happy
2025-05-10 20:51:29,happy
2025-05-10 20:51:29,happy
2025-05-10 20:51:29,happy
2025-05-10 20:51:29,happy
2025-05-10 20:51:29,happy
2025-05-10 20:51:30,neutral
2025-05-10 20:51:30,neutral
2025-05-10 20:51:30,happy
2025-05-10 20:51:30,happy
2025-05-10 20:51:30,happy
2025-05-10 20:51:30,happy
2025-05-10 20:51:30,happy
2025-05-10 20:51:30,happy
2025-05-10 20:51:31,happy
2025-05-10 20:51:31,happy
2025-05-10 20:51:31,happy
2025-05-10 20:51:31,happy
2025-05-10 20:51:31,happy
2025-05-10 20:51:31,happy
2025-05-10 20:51:31,sad
2025-05-10 20:51:31,happy
2025-05-10 20:51:32,happy
2025-05-10 20:51:32,happy
2025-05-10 20:51:32,happy
2025-05-10 20:51:32,happy
2025-05-10 20:51:32,happy
2025-05-10 20:51:32,happy
2025-05-10 20:51:32,happy
2025-05-10 20:51:32,happy
2025-05-10 20:51:33,happy
2025-05-10 20:51:33,happy
2025-05-10 20:51:33,happy
